Задолженность,"Просрочка, дни",Первоначльный лимит,BIRTHDATE,SEX,EDU,INCOME,TERM,Рейтинг кредитной истории,LV_AREA,LV_SETTLEMENTNAME,INDUSTRYNAME,PDN,CLIENTID,SCORINGMARK,UNDERAGECHILDRENCOUNT,VELCOMSCORING,FAMILYSTATUS
1177.23,0,1317.0,2001-08-17,Мужской,Высшее,1497.0,60,D3,Могилевская область,ГОРКИ,МВД/МЧС/МО,0.2,963717,143.0,0,-2.0,2
4659.28,0,5000.0,1985-05-13,Мужской,Высшее,2659.32,60,C2,Гомельская область,ЖЛОБИН,Производство,0.4,931516,170.0,1,367.0,2
4659.28,0,5000.0,1986-08-27,Женский,Среднее,1390.76,60,B3,ГОМЕЛЬСКАЯ,ЧЕРЕТЯНКА,АПК,0.23,997306,195.0,3,-2.0,2
934.73,0,1200.0,2004-09-14,Мужской,Неоконченное высшее,1349.79,24,B3,Минская область,Борисов,Информационные технологии,0.17,700332,259.0,0,-2.0,2
4193.36,0,4500.0,1992-11-11,Мужской,Среднее специальное,1008.03,60,B2,Витебская область,ШУМИЛИНО,Транспорт/перевозки,0.33,685399,218.0,1,-2.0,1
2299.37,0,2500.0,1982-07-21,Мужской,Среднее,1445.88,60,C1,Минская область,МАРЬИНА ГОРКА,Торговля,0.3,799652,203.0,1,-2.0,2
1194.68,3,1300.0,1990-11-14,Мужской,Среднее специальное,975.0,60,E2,Минская область,КРУПКИ,Услуги населению,0.4,757871,88.0,2,-2.0,1
2795.59,0,3000.0,1982-01-19,Мужской,Среднее,2398.62,60,C3,г. Минск,МИНСК,Строительство,0.1,997345,120.0,1,-2.0,2
3634.24,0,3900.0,1970-03-20,Женский,Среднее специальное,863.61,60,B3,Витебская область,СТАНУЛИ,Производство,0.37,997349,236.0,0,-2.0,1
1363.16,0,1750.0,2001-12-03,Мужской,Среднее специальное,1096.97,24,C1,Минская область,БОРИСОВ,Медицина и здравоохранение,0.15,614337,146.0,0,-2.0,2
7920.79,0,8500.0,1995-09-22,Мужской,Среднее специальное,2049.6,60,B1,Гомельская область,ЮБИЛЕЙНЫЙ,Транспорт/перевозки,0.17,997350,240.0,1,-2.0,1
1869.53,0,2400.0,1976-09-13,Мужской,Высшее,2499.98,24,C2,Минская область,Логойск,Медицина и здравоохранение,0.4,928266,198.0,1,-2.0,2
9318.55,0,10000.0,1991-05-15,Мужской,Среднее специальное,2155.38,60,B2,МОГИЛЕВСКАЯ,МОГИЛЕВ,Производство,0.28,997388,164.0,2,-2.0,1
5029.73,0,5500.0,1985-05-22,Мужской,Среднее специальное,2519.05,60,D1,г. Минск,МИНСК,Строительство,0.24,997384,103.0,2,-2.0,1
1000.0,156,1000.0,2004-09-27,Мужской,Среднее специальное,531.67,60,,МОГИЛЕВСКАЯ,ТИМОНОВО,АПК,0.06,997401,127.0,0,-2.0,2
943.59,3,1000.0,1997-03-22,Мужской,Среднее,2485.02,60,D2,г. Минск,МИНСК,Услуги населению,0.32,927234,97.0,0,270.0,2
5661.54,3,6000.0,1981-12-02,Женский,Высшее,1335.46,60,B3,ГРОДНЕНСКАЯ,КВАТОРЫ,АПК,0.2,997441,231.0,2,-2.0,2
1415.37,3,1500.0,1987-08-08,Мужской,Высшее,2248.44,60,E1,г. Минск,МИНСК,Производство,0.3,454956,179.0,1,-2.0,1
2593.86,0,3000.0,1992-12-01,Мужской,Среднее,3008.81,36,D2,ГРОДНЕНСКАЯ,ГРОДНО,Производство,0.16,997444,135.0,0,-2.0,2
2981.92,0,3200.0,1984-05-19,Мужской,Среднее специальное,2488.09,60,C2,г. Минск,МИНСК,Торговля,0.06,801215,198.0,2,-2.0,1
1863.69,0,2000.0,1980-11-19,Женский,Среднее специальное,922.34,60,D2,Витебская область,БЕЛАЯ ЛИПА,Торговля,0.34,936198,116.0,0,-2.0,2
3727.42,0,4000.0,1994-08-14,Мужской,Высшее,3006.13,60,C1,Минская область,Жодино,Производство,0.35,461260,223.0,0,983.0,2
778.98,0,1000.0,1994-12-17,Мужской,Высшее,1687.49,24,C3,г. Минск,МИНСК,Информационные технологии,0.39,997280,231.0,0,261.0,2
775.03,0,1000.0,1981-08-06,Мужской,Высшее,4426.42,24,D1,г. Минск,МИНСК,Информационные технологии,0.12,86328,226.0,2,-2.0,1
9318.55,0,10000.0,1986-05-08,Мужской,Среднее,1680.56,60,C3,Витебская область,ВОРОПАЕВО,АПК,0.4,982001,73.0,1,-2.0,2
1863.69,0,2000.0,2002-10-12,Мужской,Среднее,1300.0,60,C2,БРЕСТСКАЯ,КВАСЕВИЧИ,МВД/МЧС/МО,0.4,793234,184.0,0,-2.0,2
899.32,0,3300.0,1995-01-29,Мужской,Среднее,2144.08,60,A3,Минская область,Жодино,Торговля,0.07,452547,244.0,0,-2.0,2
15841.53,0,17000.0,1966-05-03,Мужской,Среднее специальное,1275.76,60,,Витебская область,Борки,Производство,0.4,996954,106.0,0,-2.0,1
4715.23,3,5000.0,1986-12-09,Женский,Среднее специальное,534.9,60,C2,Могилевская область,КЛИЧЕВ,Торговля,0.28,987187,168.0,3,-2.0,1
3913.76,0,4200.0,1970-09-30,Мужской,Среднее специальное,1580.91,60,D2,Могилевская область,Бобруйск,Производство,0.08,997585,143.0,1,-2.0,1
1304.56,0,1400.0,1984-09-04,Женский,Высшее,1771.09,60,C1,Брестская область,БАРАНОВИЧИ,Производство,0.34,997597,276.0,0,-2.0,1
4519.53,0,4850.0,1983-11-09,Женский,Среднее специальное,1034.52,60,B3,Минская область,КОПЫЛЬ,Наука и образование,0.4,994813,247.0,2,-2.0,1
2266.59,0,2450.0,1981-11-09,Мужской,Среднее специальное,1145.83,60,D1,Могилевская область,Амховая 1,Транспорт/перевозки,0.4,996620,149.0,0,315.0,1
583.96,0,1000.0,1981-08-25,Женский,Среднее специальное,1018.59,60,D2,,ГОМЕЛЬ,Наука и образование,0.25,929658,113.0,1,-2.0,2
3634.24,0,3900.0,1982-07-15,Мужской,Высшее,1786.59,60,B1,Могилевская область,БЫХОВ,Производство,0.4,997255,227.0,0,-2.0,2
1333.98,0,1450.0,1972-06-27,Мужской,Среднее специальное,687.83,60,C1,ГОМЕЛЬСКАЯ,ГОМЕЛЬ,Наука и образование,0.06,997613,240.0,0,-2.0,1
6522.97,0,7000.0,1992-03-01,Женский,Среднее специальное,690.52,60,C1,Витебская область,ОБОЛЬ,Производство,0.38,997612,178.0,1,-2.0,2
3727.42,0,4000.0,1983-12-22,Женский,Среднее,1336.42,60,B1,Гомельская область,ЗАЛЕСЬЕ,Производство,0.09,997654,273.0,3,-2.0,1
3661.19,0,3950.0,1978-10-30,Мужской,Высшее,2203.18,60,A2,МОГИЛЕВСКАЯ,МОГИЛЕВ,Транспорт/перевозки,0.07,463741,242.0,2,-2.0,1
3956.06,124,4000.0,1981-02-15,Мужской,Среднее специальное,1324.8,60,,Витебская область,АЛЕКСИНИЧИ,АПК,0.09,997709,76.0,0,-2.0,2
931.85,0,1000.0,2001-10-17,Мужской,Среднее специальное,1600.0,60,C3,Минская область,НОВОЕ ПОЛЕ,МВД/МЧС/МО,0.08,463620,222.0,0,-2.0,1
766.03,0,1000.0,1997-05-27,Женский,Высшее,3111.53,24,B1,г. Минск,МИНСК,Наука и образование,0.1,974738,317.0,0,-2.0,2
9318.55,0,10000.0,1962-06-26,Женский,Среднее специальное,1276.52,60,A1,Минская область,ДУШЕВО,АПК,0.24,997782,302.0,0,-2.0,2
9318.55,0,10000.0,1986-10-18,Мужской,Высшее,29942.82,60,A1,Минская область,ЖОДИНО,Строительство,0.06,473808,270.0,2,934.0,1
1557.92,0,2000.0,1989-11-20,Женский,Среднее специальное,1208.7,24,C3,Минская область,БОБР,Государственное управление,0.09,938710,220.0,1,-2.0,1
3505.38,0,4500.0,1984-10-06,Женский,Среднее специальное,634.57,24,A2,Минская область,МОЛОДЕЧНО,Наука и образование,0.39,741895,282.0,1,-2.0,1
2143.28,0,2300.0,1968-02-09,Женский,Среднее специальное,691.93,60,D1,ВИТЕБСКАЯ,ТУЛОВО,Производство,0.4,997365,162.0,0,-2.0,1
2191.84,0,2500.0,1994-07-02,Мужской,Среднее специальное,2007.63,60,D1,Брестская область,Печки,Транспорт/перевозки,0.3,997685,104.0,0,-2.0,2
18618.54,0,20000.0,1975-01-31,Мужской,Высшее,2235.69,60,A3,г. Минск,МИНСК,Строительство,0.33,583746,295.0,1,978.0,1
931.85,0,1000.0,1999-02-13,Женский,Высшее,1361.81,60,D1,Минская область,ХАТЕЖИНО,Торговля,0.04,973570,157.0,1,-2.0,1
2684.26,0,2900.0,1998-07-18,Мужской,Высшее,2216.87,60,C3,,БРЕСТ,Производство,0.4,997358,186.0,0,-2.0,2
955.17,33,1000.0,1967-11-12,Женский,Среднее специальное,1105.04,60,C3,Брестская область,ДРОГИЧИН,Медицина и здравоохранение,0.19,940779,211.0,0,-2.0,2
5218.41,0,5600.0,1986-11-07,Женский,Среднее специальное,2019.07,60,B2,Минская область,ЯЧЕНКА,АПК,0.31,997824,231.0,0,-2.0,2
3019.48,33,3200.0,1984-05-04,Мужской,Среднее специальное,1321.42,60,D2,ВИТЕБСКАЯ,ВЕРЕТЕИ,Услуги населению,0.1,997840,145.0,0,-2.0,1
3302.58,3,3500.0,1993-03-08,Мужской,Среднее специальное,2349.0,60,C2,г. Минск,МИНСК,Транспорт/перевозки,0.36,910449,155.0,0,-2.0,2
778.98,0,1000.0,1996-08-06,Мужской,Среднее специальное,689.47,24,D1,Витебская область,НИКОЛАЕВО,Наука и образование,0.36,972520,97.0,2,-2.0,1
931.85,0,1000.0,2001-10-12,Женский,Неоконченное высшее,1169.07,60,C1,ВИТЕБСКАЯ,КОМОСКИ,Производство,0.29,673519,218.0,0,-2.0,2
1168.48,0,1500.0,1988-12-31,Мужской,Среднее специальное,6117.8,24,C1,г. Минск,МИНСК,Наука и образование,0.24,895073,240.0,1,477.0,1
4323.05,0,5000.0,2003-11-04,Мужской,Среднее специальное,1380.0,36,B2,г. Минск,МИНСК,МВД/МЧС/МО,0.25,692451,252.0,0,379.0,2
817.05,3,1000.0,2003-07-28,Мужской,Среднее специальное,1300.0,24,D3,Гродненская область,ЛИДА,МВД/МЧС/МО,0.17,749511,138.0,0,-2.0,2
4659.28,0,5000.0,1995-07-25,Мужской,Среднее,1328.03,60,D2,Гродненская область,Слоним,Производство,0.31,928119,107.0,0,-2.0,2
1208.34,0,1400.0,1980-03-31,Женский,Среднее специальное,1145.51,36,C3,Минская область,ГАЙНА,Медицина и здравоохранение,0.3,997871,132.0,0,-2.0,2
1331.29,3,1500.0,2005-01-02,Мужской,Среднее специальное,538.21,36,D2,МИНСКАЯ,УРЕЧЬЕ,Услуги населению,0.39,953504,81.0,0,-2.0,2
1556.4,0,2000.0,1984-06-28,Мужской,Среднее специальное,1837.09,24,B3,Витебская область,БЕШЕНКОВИЧИ,Транспорт/перевозки,0.38,997872,209.0,2,-2.0,1
1604.12,3,1700.0,1967-08-05,Женский,Среднее специальное,1086.59,60,D2,Минская область,ЛУГОВАЯ СЛОБОДА,Торговля,0.4,890028,160.0,0,-2.0,1
8479.9,0,9100.0,1992-01-25,Мужской,Высшее,2326.68,60,B3,г. Минск,МИНСК,Производство,0.4,997366,226.0,0,-2.0,2
930.32,0,1000.0,1996-09-01,Мужской,Высшее,2442.29,60,C2,Гомельская область,Жлобин,Информационные технологии,0.23,892448,249.0,0,458.0,2
1331.87,3,1500.0,2004-01-29,Мужской,Среднее специальное,1600.0,36,C2,,Витебск,МВД/МЧС/МО,0.06,997643,184.0,0,-2.0,2
13951.22,0,16150.0,1986-08-12,Женский,Высшее,2506.65,36,C2,БРЕСТСКАЯ,БРЕСТ,Наука и образование,0.4,792010,252.0,1,-2.0,1
1397.49,0,1500.0,1983-04-28,Женский,Среднее специальное,746.52,60,C3,Гомельская область,ПЕТРИКОВ,Медицина и здравоохранение,0.06,995780,146.0,1,-2.0,1
1775.89,3,2000.0,1992-09-18,Мужской,Среднее специальное,3069.37,36,E3,ГОМЕЛЬСКАЯ,РУДНЯ,Производство,0.18,796308,78.0,1,-2.0,1
16121.12,0,17300.0,1976-04-29,Мужской,Среднее специальное,3342.67,60,C3,г. Минск,МИНСК,Производство,0.4,806904,194.0,1,848.0,2
10175.03,0,11750.0,1979-01-12,Мужской,Высшее,884.83,60,A1,,Витебск,Производство,0.4,997621,204.0,2,-2.0,1
7920.79,0,8500.0,2001-09-19,Мужской,Высшее,1278.22,60,D1,Минская область,СОЛИГОРСК,Наука и образование,0.4,997625,135.0,0,740.0,2
1065.42,3,1200.0,1987-04-09,Мужской,Высшее,3504.8,36,C3,Могилевская область,МОГИЛЕВ,МВД/МЧС/МО,0.4,817462,290.0,1,179.0,1
2422.81,0,2600.0,1976-12-09,Женский,Среднее,870.06,60,C3,Брестская область,ШЕРЕШЕВО,Медицина и здравоохранение,0.09,997915,186.0,0,-2.0,2
5125.2,0,5500.0,1969-09-02,Женский,Среднее специальное,2534.18,60,D2,Гродненская область,ОТМИНОВО,АПК,0.3,997904,147.0,0,-2.0,2
10379.51,3,11000.0,2005-01-08,Мужской,Среднее,1407.34,60,C1,г. Минск,МИНСК,Торговля,0.32,997937,190.0,0,-2.0,2
2329.61,0,2500.0,1979-05-07,Мужской,Высшее,2680.84,60,D1,,МОГИЛЕВ,Производство,0.13,581526,135.0,2,565.0,1
931.85,3,1000.0,2000-01-03,Мужской,Среднее специальное,1450.0,60,C3,ГРОДНЕНСКАЯ,СЕНЬКОВЩИНА,МВД/МЧС/МО,0.39,731955,204.0,0,120.0,2
1118.24,0,1200.0,2003-12-29,Мужской,Среднее специальное,624.42,60,,,ГОМЕЛЬ,Торговля,0.06,997963,111.0,0,-2.0,2
4841.69,0,5200.0,1975-02-24,Мужской,Среднее специальное,2074.76,60,C2,ГОМЕЛЬСКАЯ,КРАСНОЕ,Производство,0.34,997810,187.0,0,337.0,2
2795.59,0,3000.0,1978-02-16,Мужской,Среднее,2061.47,60,C1,Гродненская область,НОВОГРУДОК,Услуги населению,0.33,949906,226.0,1,942.0,1
11178.35,0,12000.0,1988-05-06,Женский,Высшее,1125.18,60,B2,Гомельская область,НОВАЯ ГУТА,Наука и образование,0.32,997976,289.0,1,688.0,1
2332.32,62,2500.0,1994-02-26,Женский,Среднее специальное,2007.11,36,D3,ГРОДНЕНСКАЯ,ВСЕЛЮБ,АПК,0.07,995846,142.0,1,-2.0,1
1859.37,0,2000.0,1994-06-21,Мужской,Среднее специальное,3560.4,60,D1,г. Минск,МИНСК,Информационные технологии,0.37,864556,219.0,0,-2.0,1
931.85,0,1000.0,1976-12-26,Мужской,Среднее специальное,1965.0,60,B2,ГОМЕЛЬСКАЯ,ГОМЕЛЬ,Услуги населению,0.21,959351,250.0,0,-2.0,1
6925.21,0,7500.0,1970-11-29,Мужской,Среднее специальное,1242.39,60,C3,БРЕСТСКАЯ,МОТОЛЬ,АПК,0.18,997984,175.0,1,-2.0,2
1273.84,3,1350.0,1987-05-23,Мужской,Высшее,1000.01,60,B3,г. Минск,МИНСК,Торговля,0.34,997987,206.0,2,-2.0,2
629.57,0,1000.0,1967-06-14,Женский,Среднее специальное,830.61,60,C3,ГРОДНЕНСКАЯ,ЛУЦКОВЛЯНЫ,АПК,0.19,996051,71.0,0,-2.0,2
5800.0,0,9000.0,1985-03-23,Мужской,Высшее,4510.38,60,A1,Гомельская область,МОЗЫРЬ,Производство,0.18,492104,327.0,1,-2.0,1
3541.05,0,3800.0,1998-01-16,Мужской,Высшее,2602.82,60,D1,г. Минск,МИНСК,Торговля,0.4,945077,120.0,0,-2.0,2
1490.96,0,1600.0,1999-06-17,Мужской,Среднее специальное,1281.5,60,D3,г. Минск,МИНСК,Торговля,0.4,666413,90.0,0,-2.0,1
6522.97,0,7000.0,2003-03-28,Мужской,Неоконченное высшее,691.78,60,D1,г. Минск,МИНСК,Торговля,0.37,534498,96.0,0,-2.0,2
2140.08,0,2300.0,1969-09-17,Женский,Среднее,1826.75,60,D2,Гомельская область,ГОМЕЛЬ,Производство,0.4,815136,124.0,0,-2.0,2
2886.33,124,3000.0,1991-05-26,Мужской,Среднее специальное,3132.74,24,C2,Минская область,КРАСНОЕ,Строительство,0.15,997644,134.0,0,-2.0,2
775.95,0,1000.0,1989-09-09,Женский,Среднее специальное,877.2,24,C2,,ВИТЕБСК,Торговля,0.36,930915,205.0,2,-2.0,1
9804.43,3,12000.0,1992-03-06,Мужской,Среднее специальное,10796.93,24,B2,Витебская область,КУБЛИЧИ,Строительство,0.15,577271,181.0,0,-2.0,2
14257.37,0,15300.0,2003-05-09,Мужской,Среднее специальное,1148.32,60,,Минская область,ЛЕСКОВКА,Торговля,0.4,997883,125.0,0,-2.0,2
1557.92,0,2000.0,1998-04-15,Мужской,Среднее специальное,2160.03,24,A3,Гомельская область,КОРМА,Строительство,0.05,998034,219.0,0,-2.0,2
864.6,0,1000.0,1988-09-28,Женский,Высшее,994.52,36,C2,г. Минск,МИНСК,Наука и образование,0.34,921681,235.0,2,504.0,1
2236.48,0,2400.0,1988-07-09,Женский,Высшее,1639.05,60,B3,г. Минск,Минск,Медицина и здравоохранение,0.28,131404,269.0,0,833.0,1
18637.11,0,20000.0,1996-12-05,Мужской,Высшее,2266.96,60,C1,Брестская область,ПИНСК,Производство,0.28,997355,242.0,0,-2.0,1
931.85,0,1000.0,1996-04-26,Мужской,Среднее специальное,1609.55,60,C1,г. Минск,МИНСК,Медицина и здравоохранение,0.4,879865,232.0,0,-2.0,1
18840.57,3,20000.0,1996-08-23,Мужской,Высшее,2422.17,60,,БРЕСТСКАЯ,СТЕПАНКИ,Производство,0.25,998056,157.0,0,-2.0,1
10716.31,0,11500.0,1981-07-31,Мужской,Среднее специальное,1425.85,60,C2,Витебская область,СТУКАНЫ,АПК,0.4,961551,134.0,0,-2.0,1
1168.48,0,1500.0,2001-02-06,Мужской,Высшее,1195.92,24,,г. Минск,МИНСК,Информационные технологии,0.07,997755,244.0,0,-2.0,2
5124.48,0,5500.0,1977-09-01,Мужской,Среднее специальное,1271.85,60,B2,БРЕСТСКАЯ,МУХАВЕЦ,АПК,0.13,998085,227.0,0,-2.0,1
4472.88,0,4800.0,1999-02-15,Мужской,Среднее специальное,1028.82,60,B3,Витебская область,НОВОПОЛОЦК,Наука и образование,0.4,577973,223.0,1,-2.0,1
861.04,124,1000.0,1988-11-18,Женский,Среднее,707.24,60,B1,Витебская область,НОВОЛУКОМЛЬ,Медицина и здравоохранение,0.33,998080,276.0,3,-2.0,1
12455.41,3,13200.0,1996-09-12,Мужской,Высшее,1529.94,60,C3,Минская область,СМОЛЕВИЧИ,Наука и образование,0.4,881646,109.0,0,-2.0,2
864.6,0,1000.0,1997-04-14,Мужской,Среднее специальное,1420.17,36,B2,Гомельская область,РОГАЧЕВ,Производство,0.03,944289,216.0,0,-2.0,2
6522.61,0,7000.0,2000-06-02,Мужской,Среднее специальное,1691.96,60,B1,г. Минск,МИНСК,Производство,0.28,998083,233.0,0,-2.0,2
931.85,0,1000.0,2004-04-05,Мужской,Среднее,1693.34,60,D3,Минская область,МОЛОДЕЧНО,Транспорт/перевозки,0.34,548041,104.0,0,-2.0,2
931.85,0,1000.0,1998-09-23,Женский,Высшее,763.28,60,C2,Витебская область,ВИТЕБСК,Финансы и страхование,0.32,916849,232.0,0,-2.0,2
2422.36,0,2600.0,1989-11-12,Мужской,Среднее специальное,1411.83,60,C2,г. Минск,Минск,Медицина и здравоохранение,0.4,360987,180.0,0,411.0,1
8198.42,0,8800.0,1983-04-09,Мужской,Среднее,1981.39,60,C1,ГРОДНЕНСКАЯ,ВОЙНЕВИЧИ,АПК,0.4,675833,184.0,1,569.0,2
931.85,0,1000.0,1986-02-23,Женский,Среднее специальное,1058.6,60,D2,г. Минск,МИНСК,Наука и образование,0.31,951547,79.0,0,-2.0,1
3721.42,0,4000.0,1984-04-04,Женский,Среднее специальное,887.09,60,B2,МИНСКАЯ,СТАРОБИН,Медицина и здравоохранение,0.14,998125,274.0,1,-2.0,1
1901.45,0,2100.0,1977-07-12,Женский,Среднее специальное,738.33,60,A3,Витебская область,НОВОПОЛОЦК,Наука и образование,0.38,998118,290.0,0,-2.0,2
11779.97,0,13000.0,1993-12-20,Мужской,Среднее специальное,1484.84,60,A1,БРЕСТСКАЯ,БРЕСТ,Производство,0.26,998146,257.0,0,-2.0,2
3423.37,0,4000.0,1980-06-09,Женский,Среднее специальное,1440.21,36,D2,г. Минск,МИНСК,Торговля,0.11,998144,124.0,0,-2.0,2
2516.0,0,2700.0,1993-05-01,Мужской,Среднее специальное,1439.94,60,D2,Брестская область,Кобрин,Производство,0.4,994836,105.0,2,562.0,1
3769.65,3,4000.0,1979-06-18,Мужской,Среднее специальное,1877.36,60,C3,г. Минск,Минск,Медицина и здравоохранение,0.2,998153,192.0,2,-2.0,1
2161.55,0,2500.0,1977-11-11,Мужской,Среднее,2436.42,36,C3,Минская область,ТЕЛЯДОВИЧИ,АПК,0.29,533647,204.0,0,-2.0,1
1770.55,0,1900.0,1984-04-10,Мужской,Неоконченное высшее,1380.37,60,C1,ГОМЕЛЬСКАЯ,ГОМЕЛЬ,Строительство,0.4,994962,116.0,2,441.0,1
3913.76,0,4200.0,1976-12-12,Женский,Высшее,1640.7,60,D3,Гродненская область,МИНОЙТЫ,Производство,0.14,998161,173.0,0,-2.0,2
3727.42,0,4000.0,1985-06-16,Женский,Среднее специальное,1027.5,60,B3,Минская область,УЗНАЦК,Торговля,0.12,997526,246.0,0,952.0,1
855.04,0,1000.0,1986-07-24,Мужской,Высшее,5197.55,60,D3,Витебская область,ОРША,Строительство,0.06,982852,114.0,1,-2.0,1
3115.89,0,4000.0,2000-12-10,Мужской,Высшее,1370.99,24,B1,г. Минск,Минск,Наука и образование,0.16,661132,270.0,0,-2.0,2
419.5,0,1000.0,1999-04-01,Мужской,Среднее специальное,1237.78,60,A2,Витебская область,ГЛУБОКОЕ,Производство,0.02,998219,219.0,0,-2.0,2
6516.0,0,7000.0,1981-09-21,Женский,Высшее,1814.89,60,B2,ВИТЕБСКАЯ,ВИТЕБСК,Торговля,0.4,882895,291.0,2,-2.0,1
2329.61,0,2500.0,1975-07-11,Женский,Среднее,736.35,60,C3,Могилевская область,БОБРУЙСК,Производство,0.1,568200,180.0,0,-2.0,1
5300.0,0,7000.0,1995-02-08,Женский,Неоконченное высшее,1316.84,24,D2,Брестская область,ПИНСК,Спорт и туризм,0.39,975073,111.0,0,-2.0,2
4659.28,0,5000.0,1997-01-10,Мужской,Высшее,1999.75,60,A3,Минская область,Заславль,Информационные технологии,0.08,403624,325.0,0,646.0,2
18637.11,0,20000.0,1983-11-27,Мужской,Высшее,2034.38,60,B2,г. Минск,Минск,Производство,0.37,469599,241.0,1,-2.0,1
7361.67,0,7900.0,1980-05-24,Женский,Среднее специальное,1555.83,60,A3,Витебская область,НОВОПОЛОЦК,Торговля,0.4,997881,306.0,0,-2.0,1
1220.11,3,1500.0,1987-04-21,Мужской,Среднее специальное,2056.99,24,C2,Минская область,БОРИСОВ,Производство,0.04,998306,155.0,0,-2.0,2
14723.28,0,15800.0,1998-05-01,Мужской,Среднее специальное,1185.61,60,A3,Минская область,МАРЬИНА ГОРКА,Строительство,0.4,997108,222.0,0,-2.0,1
6070.35,0,6550.0,1987-12-03,Мужской,Высшее,1861.8,60,C3,ВИТЕБСКАЯ,ОРША,МВД/МЧС/МО,0.4,938720,227.0,0,-2.0,2
2572.96,0,3000.0,1994-04-09,Мужской,Среднее специальное,1499.26,36,B2,Могилевская область,Шклов,Производство,0.08,934521,136.0,0,-2.0,2
8386.71,0,9000.0,2000-07-31,Мужской,Неоконченное высшее,1842.59,60,C2,МОГИЛЁВСКАЯ,КОПТЕВКА,Производство,0.35,965857,156.0,0,-2.0,2
10902.72,0,11700.0,1961-01-10,Женский,Среднее специальное,1776.75,60,D1,Минская область,БОРОВЛЯНЫ,Медицина и здравоохранение,0.4,998063,191.0,0,553.0,1
6475.44,0,6950.0,1990-12-30,Женский,Среднее специальное,858.62,60,B2,Гродненская область,КРУПОВО,Торговля,0.4,998088,251.0,1,371.0,1
1037.05,3,1100.0,2003-07-10,Женский,Неоконченное высшее,1643.37,60,C3,ВИТЕБСКАЯ,ВИТЕБСК,Торговля,0.3,756344,200.0,0,-2.0,2
2422.81,0,2600.0,2003-08-06,Мужской,Среднее специальное,545.27,60,C1,г. Минск,МИНСК,Государственное управление,0.4,938658,218.0,0,-2.0,2
1025.05,0,1100.0,1997-04-25,Мужской,Среднее специальное,2342.61,60,D2,Брестская область,КОБРИН,Строительство,0.4,757277,93.0,1,-2.0,1
4752.23,0,5100.0,1982-03-28,Женский,Среднее специальное,747.47,60,D1,Минская область,БОРИСОВ,Производство,0.4,998136,96.0,1,-2.0,2
3532.39,0,3800.0,1968-06-09,Женский,Среднее,2214.07,60,D1,БРЕСТСКАЯ,ДОЛБИЗНО,АПК,0.38,998378,140.0,0,-2.0,1
1211.43,0,1300.0,2001-11-19,Мужской,Среднее специальное,1287.59,60,B3,Витебская область,ТУМИЛОВИЧИ,АПК,0.11,813617,198.0,0,-2.0,2
3578.56,0,4800.0,1977-08-28,Женский,Высшее,839.05,60,B2,г. Минск,МИНСК,Торговля,0.17,998383,258.0,0,556.0,1
896.89,0,1500.0,1985-09-24,Женский,Высшее,1732.19,36,C3,г. Минск,МИНСК,Производство,0.09,998404,222.0,0,-2.0,2
2000.0,156,2000.0,1986-05-21,Мужской,Среднее специальное,769.93,60,B2,Витебская область,НОВОПОЛОЦК,Услуги населению,0.33,963752,121.0,1,-2.0,2
3026.16,0,3500.0,1984-04-03,Мужской,Высшее,3492.22,36,C2,г. Минск,МИНСК,Торговля,0.23,378601,225.0,2,811.0,1
9268.06,0,20000.0,1978-09-28,Мужской,Высшее,5899.89,60,C2,г. Минск,МИНСК,Строительство,0.24,974589,191.0,2,800.0,1
2981.92,0,3200.0,1987-07-07,Женский,Среднее специальное,1682.64,60,C2,БРЕСТСКАЯ,ЗНАМЕНКА,Строительство,0.06,621863,144.0,0,-2.0,2
3894.81,0,5000.0,1992-02-29,Женский,Высшее,2165.25,24,C1,г. Минск,Минск,Производство,0.32,998211,242.0,0,-2.0,1
5591.12,0,6000.0,1998-03-13,Мужской,Среднее специальное,755.85,60,C1,г. Минск,МИНСК,Торговля,0.4,494909,183.0,0,-2.0,2
3546.64,3,4000.0,1989-11-30,Женский,Среднее,854.98,36,C3,Витебская область,ВОРОПАЕВО,Государственное управление,0.19,998460,189.0,3,-2.0,1
4275.43,0,5000.0,2001-01-26,Мужской,Высшее,1934.89,36,B3,г. Минск,МИНСК,Информационные технологии,0.34,517032,308.0,0,-2.0,1
5870.7,0,6300.0,1994-07-16,Женский,Среднее специальное,720.04,60,D3,БРЕСТСКАЯ,КВАСЕВИЧИ,Наука и образование,0.37,998486,130.0,0,-2.0,1
10250.4,0,11000.0,1993-05-20,Женский,Среднее специальное,2811.79,60,C3,г. Минск,МИНСК,Услуги населению,0.12,980513,176.0,2,600.0,2
4659.28,0,5000.0,2001-02-20,Мужской,Среднее специальное,965.42,60,C1,Витебская область,ОРША,Производство,0.38,993936,187.0,1,-2.0,1
7448.96,0,8000.0,1990-08-20,Женский,Среднее специальное,924.94,60,B3,Брестская область,ЧЕРНАВЧИЦЫ,Производство,0.26,985996,240.0,2,-2.0,1
931.85,0,1000.0,1984-12-18,Мужской,Высшее,2532.68,60,C1,,ВИТЕБСК,Производство,0.38,972235,272.0,1,-2.0,1
4439.64,3,5000.0,1972-06-29,Женский,Среднее,1653.55,36,D2,Минская область,ЗЕЛЕНКИ,Государственное управление,0.12,997125,152.0,1,-2.0,1
